Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (in),qc,Precip (in),qc,Sol Rad (Ly/day),qc,Avg Vap Pres (mBars),qc,Max Air Temp (F),qc,Min Air Temp (F),qc,Avg Air Temp (F),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (F),qc,Avg Wind Speed (mph),qc,Wind Run (miles),qc,Avg Soil Temp (F),qc
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/1/2025,152,0.28, ,0.00, ,709, ,9.2, ,81.3, ,41.0, ,62.8, ,99, ,23, ,47, ,42.3, ,5.1, ,121.6, ,58.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/2/2025,153,0.26, ,0.00, ,719, ,9.0, ,81.2, ,38.2, ,62.1, ,92, ,25, ,47, ,41.7, ,4.8, ,114.5, ,58.8, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/3/2025,154,0.23,A,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/4/2025,155,0.25, ,0.00, ,724, ,8.4, ,77.6, ,37.1, ,59.8, ,99, ,23, ,48, ,40.0, ,4.0, ,94.8, ,59.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/5/2025,156,0.23, ,0.00, ,650, ,9.8, ,78.1, ,36.7, ,59.5, ,99, ,31, ,57, ,44.1, ,3.5, ,83.6, ,58.7, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/6/2025,157,0.25, ,0.00, ,710, ,10.8, ,84.2, ,38.9, ,62.6, ,100, ,20, ,56, ,46.6, ,3.2, ,77.0, ,59.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/7/2025,158,0.26, ,0.00, ,717, ,11.6, ,86.1, ,42.0, ,65.6, ,100, ,20, ,54, ,48.5, ,3.3, ,80.3, ,60.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/8/2025,159,0.25, ,0.05, ,630, ,12.5, ,90.2, ,44.0, ,66.8, ,100, ,23, ,56, ,50.5, ,4.4, ,104.9, ,60.7, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/9/2025,160,0.21, ,0.00, ,39, ,12.4, ,76.0, ,52.4, ,63.1, ,99, ,29, ,63, ,50.3, ,3.0, ,71.0, ,62.5, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/10/2025,161,0.28, ,0.00, ,725, ,11.7, ,84.4, ,43.2, ,66.2, ,100, ,26, ,53, ,48.6, ,4.8, ,116.1, ,61.5, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/11/2025,162,0.29, ,0.00, ,750, ,8.5, ,79.8, ,38.9, ,62.3, ,99, ,20, ,44, ,40.2, ,6.2, ,148.2, ,61.4, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/12/2025,163,0.27, ,0.00, ,746, ,7.3, ,78.3, ,33.7, ,58.4, ,98, ,18, ,44, ,36.4, ,5.0, ,120.6, ,60.5, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/13/2025,164,0.29, ,0.00, ,763, ,7.1, ,74.4, ,32.2, ,58.1, ,100, ,23, ,43, ,35.8, ,6.7, ,159.8, ,60.2, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/14/2025,165,0.26, ,0.00, ,673, ,6.4, ,77.9, ,29.8,Y,58.1, ,98, ,19, ,39, ,33.1, ,5.0, ,120.7, ,59.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/15/2025,166,0.25, ,0.00, ,665, ,6.6, ,79.0, ,28.1,Y,57.3, ,95, ,22, ,41, ,33.8, ,4.5, ,108.9, ,59.5, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/16/2025,167,0.28, ,0.00, ,730, ,6.3, ,77.6, ,31.7, ,58.0, ,96, ,15, ,38, ,32.8, ,5.4, ,130.0, ,59.7, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/17/2025,168,0.26, ,0.00, ,739, ,7.7, ,83.8, ,32.7, ,60.5, ,94, ,17, ,43, ,37.7, ,3.4, ,81.1, ,59.8, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/18/2025,169,0.27, ,0.00, ,732, ,9.8, ,87.1, ,39.3, ,65.4, ,99, ,20, ,46, ,44.0, ,3.7, ,89.4, ,61.1, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/19/2025,170,0.31, ,0.00, ,740, ,7.3, ,81.8, ,38.4, ,63.1, ,99, ,15, ,37, ,36.3, ,6.8, ,163.5, ,61.4, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/20/2025,171,0.30, ,0.00, ,725, ,5.9, ,68.1, ,29.0,Y,52.3,Y,89, ,24, ,44,Y,31.1,Y,9.6,R,230.1,R,59.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/21/2025,172,0.18, ,0.00, ,593, ,5.7, ,60.7,Y,31.7,Y,47.3,Y,98, ,25, ,51,Y,30.3,Y,5.1, ,121.3, ,58.7, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/22/2025,173,0.21,R,0.00, ,629, ,6.3, ,68.5, ,28.6,Y,50.6,Y,99, ,29, ,50,Y,32.7,Y,4.5, ,108.6, ,58.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/23/2025,174,0.25, ,0.00, ,705, ,6.9, ,75.0, ,30.8,Y,57.1, ,96, ,19, ,43, ,35.1, ,4.9, ,117.5, ,58.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/24/2025,175,0.26, ,0.00, ,722, ,8.2, ,80.3, ,33.7, ,59.5, ,100, ,20, ,47, ,39.3, ,3.9, ,93.8, ,59.7, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/25/2025,176,0.28, ,0.00, ,720, ,7.8, ,81.8, ,35.8, ,61.4, ,99, ,18, ,42, ,38.2, ,5.4, ,129.2, ,60.2, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/26/2025,177,0.27, ,0.00, ,735, ,7.4, ,81.8, ,32.8,Y,60.4, ,99, ,20, ,41, ,36.8, ,4.5, ,106.8, ,60.4, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/27/2025,178,0.27, ,0.00, ,732, ,8.4, ,84.5, ,33.9, ,62.7, ,100, ,20, ,43, ,40.1, ,3.8, ,92.1, ,61.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/28/2025,179,0.28, ,0.00, ,719, ,10.6, ,86.4, ,41.4, ,65.9, ,99, ,25, ,48, ,46.0, ,4.1, ,99.2, ,62.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/29/2025,180,0.28, ,0.00, ,734, ,11.2, ,92.9, ,43.8, ,69.5, ,99, ,16, ,46, ,47.6, ,3.7, ,89.2, ,63.2, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,6/30/2025,181,0.29, ,0.00, ,33, ,10.5, ,77.3, ,53.4, ,63.9, ,99, ,12, ,52, ,45.8, ,4.1, ,98.4, ,66.3, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,7/1/2025,182,0.26, ,0.00, ,642, ,11.3, ,86.3, ,45.9, ,67.0, ,97, ,23, ,50, ,47.7, ,4.7, ,112.4, ,64.1, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,7/2/2025,183,0.24, ,0.00, ,625, ,10.1, ,87.7, ,44.2, ,66.9, ,99, ,20, ,45, ,44.8, ,4.0, ,96.2, ,63.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,7/3/2025,184,0.27, ,0.00, ,645, ,8.8, ,84.5, ,42.3, ,64.2, ,99, ,21, ,43, ,41.3, ,6.5, ,156.8, ,63.5, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,7/4/2025,185,0.28,A,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M
264,Sierra Valley Center,Eastern Sierra Basin & Range,7/5/2025,186,0.26,R,0.00, ,732, ,7.7, ,80.2, ,30.4,Y,58.2, ,98, ,22, ,46, ,37.7, ,3.9, ,94.7, ,62.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,7/6/2025,187,0.27, ,0.00, ,721, ,8.8, ,89.0, ,36.9, ,65.2, ,99, ,13, ,41, ,41.1, ,3.8, ,92.0, ,62.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,7/7/2025,188,0.28, ,0.00, ,716, ,9.7, ,91.5, ,41.4, ,67.3, ,99, ,12, ,42, ,43.8, ,4.1, ,98.2, ,64.1, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,7/8/2025,189,0.30, ,0.00, ,724, ,8.6, ,84.9, ,38.6, ,64.7, ,99, ,20, ,41, ,40.5, ,6.0, ,144.8, ,64.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,7/9/2025,190,0.27, ,0.00, ,729, ,8.0, ,80.1, ,34.8,Y,61.2, ,97, ,20, ,43, ,38.7, ,4.9, ,118.7, ,63.4, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,7/10/2025,191,0.25, ,0.00, ,709, ,9.2, ,89.9, ,37.7, ,65.8, ,98, ,15, ,42, ,42.4, ,2.9,Y,69.2,Y,63.8, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,7/11/2025,192,0.26, ,0.00, ,692, ,11.1, ,92.6, ,42.8, ,69.9, ,96, ,15, ,45, ,47.4, ,3.2,Y,76.3,Y,65.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,7/12/2025,193,0.28, ,0.00, ,668, ,12.7, ,96.1, ,47.9, ,72.9, ,98, ,16, ,46, ,51.0, ,4.4, ,105.2, ,66.1, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,7/13/2025,194,0.25, ,0.00, ,620, ,13.4, ,97.7, ,49.3, ,73.5, ,99, ,13, ,47, ,52.3, ,4.1, ,97.6, ,66.7, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,7/14/2025,195,0.28,A,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M,,M
264,Sierra Valley Center,Eastern Sierra Basin & Range,7/15/2025,196,0.30, ,0.00, ,724, ,8.7, ,88.3, ,40.0, ,66.1, ,99, ,15, ,40, ,41.0, ,5.5, ,131.8, ,66.5, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,7/16/2025,197,0.28, ,0.00, ,705, ,9.3, ,87.7, ,40.4, ,65.7, ,90, ,24, ,43, ,42.6, ,4.7, ,112.0, ,65.8, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,7/17/2025,198,0.28, ,0.00, ,706, ,9.5, ,86.0, ,41.0, ,64.4, ,99, ,22, ,46, ,43.2, ,4.9, ,118.4, ,65.7, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,7/18/2025,199,0.27, ,0.00, ,717, ,8.4, ,88.1, ,37.0, ,63.9, ,99, ,16, ,41, ,39.9, ,4.2, ,101.7, ,65.3, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,7/19/2025,200,0.27, ,0.00, ,712, ,7.9, ,89.0, ,38.7, ,65.5, ,91, ,12, ,37, ,38.4, ,4.2, ,102.0, ,65.4, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,7/20/2025,201,0.28, ,0.00, ,711, ,7.9, ,87.3, ,39.5, ,64.7, ,94, ,17, ,38, ,38.4, ,5.2, ,123.9, ,65.3, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,7/21/2025,202,0.26, ,0.00, ,584, ,7.9, ,80.1, ,39.6, ,61.8,Y,85, ,28, ,42,Y,38.4,Y,7.4,Y,177.8,Y,64.5, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,7/22/2025,203,0.22, ,0.00, ,572, ,8.2, ,79.0, ,47.6, ,63.4, ,70, ,25, ,41, ,39.3, ,4.6, ,111.4, ,64.7, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,7/23/2025,204,0.25, ,0.00, ,677, ,9.6, ,85.1, ,37.3, ,62.2,Y,98, ,22, ,50,Y,43.4,Y,4.3, ,103.5, ,64.5, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,7/24/2025,205,0.19,R,0.05, ,504, ,11.4, ,86.9, ,42.0, ,61.8,Y,99, ,25, ,60,Y,47.9,Y,4.4, ,105.0, ,64.7, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,7/25/2025,206,0.18, ,0.00, ,505, ,11.4, ,81.0, ,44.5, ,60.5,Y,100, ,29, ,63,Y,48.0,Y,4.3, ,104.3, ,63.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,7/26/2025,207,0.20,R,0.52, ,458, ,11.5, ,78.4,Y,38.0, ,56.2,R,100,H,35,H,,R,,I,3.6, ,87.4, ,60.7,Y
264,Sierra Valley Center,Eastern Sierra Basin & Range,7/27/2025,208,0.22,R,0.00, ,624, ,11.4, ,80.8, ,41.1, ,61.6,Y,100, ,24, ,61,Y,47.9,Y,3.7, ,89.2, ,61.7,Y
264,Sierra Valley Center,Eastern Sierra Basin & Range,7/28/2025,209,0.25, ,0.00, ,693, ,11.2, ,85.4, ,43.4, ,64.7, ,100, ,24, ,54, ,47.5, ,3.9, ,94.7, ,63.6, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,7/29/2025,210,0.21, ,0.00, ,576, ,10.2, ,86.5, ,42.3, ,64.6, ,100, ,20, ,49, ,45.0, ,3.7, ,88.9, ,64.4, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,7/30/2025,211,0.24, ,0.00, ,563, ,10.1, ,82.4, ,51.0, ,68.0, ,94, ,21, ,43, ,44.9, ,6.1, ,146.4, ,65.4, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,7/31/2025,212,0.25, ,0.00, ,78, ,9.2, ,79.1, ,49.6, ,62.8, ,99, ,22, ,47, ,42.4, ,4.7, ,111.7, ,68.1, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,8/1/2025,213,0.26, ,0.00, ,676, ,9.4, ,85.4, ,40.5, ,63.8, ,100, ,20, ,47, ,43.0, ,4.7, ,113.9, ,65.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,8/2/2025,214,0.25, ,0.00, ,694, ,8.0, ,84.1, ,36.0,Y,61.4, ,100, ,17, ,43, ,38.7, ,4.0, ,95.3, ,65.4, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,8/3/2025,215,0.27,R,0.00, ,693, ,7.1, ,82.7, ,34.1,Y,60.7,Y,99, ,16, ,39,Y,35.6,Y,5.4, ,130.5, ,64.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,8/4/2025,216,0.26,R,0.00, ,685, ,7.4, ,80.6, ,34.0,Y,59.4,Y,97, ,17, ,43,Y,36.8,Y,5.1, ,122.9, ,64.7, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,8/5/2025,217,0.25,R,0.00, ,682, ,7.5, ,82.1, ,34.8,Y,60.3,Y,99, ,18, ,42,Y,37.2,Y,4.4, ,106.4, ,64.5, 
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
