Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (in),qc,Precip (in),qc,Sol Rad (Ly/day),qc,Avg Vap Pres (mBars),qc,Max Air Temp (F),qc,Min Air Temp (F),qc,Avg Air Temp (F),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (F),qc,Avg Wind Speed (mph),qc,Wind Run (miles),qc,Avg Soil Temp (F),qc
264,Sierra Valley Center,Eastern Sierra Basin & Range,11/17/2020,322,0.12, ,0.59, ,146, ,5.2, ,60.6, ,24.9, ,45.9, ,96, ,19, ,49, ,28.1, ,13.7,R,329.5,R,40.2, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,11/18/2020,323,0.04, ,0.63, ,156, ,6.9, ,48.2, ,33.9, ,39.5, ,99, ,69, ,84, ,35.1, ,8.2, ,195.9, ,40.3, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,11/19/2020,324,0.06, ,0.00, ,264, ,4.5, ,47.7, ,23.4, ,35.3, ,94, ,33, ,65, ,24.7, ,4.2, ,101.6, ,39.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,11/20/2020,325,0.06,R,0.00, ,258, ,4.3, ,47.1, ,16.8, ,30.4, ,97, ,45, ,75, ,23.5, ,4.4, ,105.6, ,37.8, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,11/21/2020,326,0.06,R,0.00, ,252, ,4.3, ,46.8, ,13.2, ,29.7, ,98, ,48, ,76, ,23.2, ,5.6, ,134.9, ,35.8, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,11/22/2020,327,0.05,R,0.04, ,238, ,4.8, ,51.5, ,19.3, ,35.0, ,99, ,34, ,70, ,26.3, ,3.4, ,82.5, ,35.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,11/23/2020,328,0.04,R,0.01, ,224, ,5.5, ,49.9, ,22.6, ,33.5, ,99, ,48, ,85, ,29.6, ,2.2, ,53.3, ,38.1, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,11/24/2020,329,0.05,R,0.00, ,257, ,4.5, ,52.7, ,17.5, ,30.5, ,98, ,41, ,79, ,24.8, ,1.8, ,42.7, ,36.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,11/25/2020,330,0.06, ,0.00, ,190, ,4.5, ,45.6, ,25.5, ,37.4, ,82, ,36, ,59, ,24.5, ,7.9, ,190.3, ,36.5, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,11/26/2020,331,0.06, ,0.00, ,250, ,3.6, ,40.7, ,22.2, ,30.3, ,87, ,37, ,63, ,19.4, ,9.0, ,215.8, ,35.2, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,11/27/2020,332,0.08, ,0.00, ,250, ,3.3, ,46.8, ,16.6, ,32.2, ,84, ,28, ,53, ,17.0, ,10.2,Y,243.7,Y,34.5, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,11/28/2020,333,0.05, ,0.00, ,246, ,3.3, ,52.7, ,11.4, ,28.0, ,93, ,28, ,64, ,17.6, ,1.9, ,45.2, ,33.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,11/29/2020,334,0.04, ,0.00, ,232, ,3.5, ,51.1, ,12.3, ,27.5, ,94, ,33, ,69, ,18.8, ,2.2, ,53.8, ,33.4, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,11/30/2020,335,0.06, ,0.00, ,236, ,3.5, ,58.2, ,11.2, ,30.4, ,94, ,22, ,61, ,18.7, ,3.4, ,81.9, ,33.1, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,12/1/2020,336,0.07, ,0.00, ,239, ,4.0, ,49.4, ,13.1, ,31.0, ,93, ,39, ,68, ,21.5, ,8.1, ,193.8, ,33.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,12/2/2020,337,0.07, ,0.00,R,343,R,4.0, ,48.2, ,18.3, ,37.5, ,94, ,38, ,53, ,21.8, ,10.8,Y,258.4,Y,33.2, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,12/3/2020,338,0.04, ,0.00, ,217, ,3.7, ,52.0, ,11.7, ,28.8, ,94, ,36, ,69, ,20.0, ,2.1, ,51.5, ,33.1, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,12/4/2020,339,0.06, ,0.00, ,214, ,3.6, ,52.0, ,12.5, ,29.8, ,95, ,27, ,64, ,19.2, ,5.6, ,134.4, ,33.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,12/5/2020,340,0.04, ,0.00, ,213, ,3.6, ,53.4, ,11.0, ,30.3, ,93, ,31, ,63, ,19.2, ,2.7, ,65.7, ,32.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,12/6/2020,341,0.07, ,0.00, ,230, ,4.3, ,49.6, ,24.2, ,38.2, ,72, ,39, ,55, ,23.4, ,7.5, ,179.7, ,33.6, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,12/7/2020,342,0.07, ,0.00, ,228, ,4.2, ,50.8, ,17.1, ,36.1, ,87, ,33, ,58, ,22.8, ,9.0, ,214.8, ,33.8, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,12/8/2020,343,0.05, ,0.00, ,230, ,3.2, ,52.0, ,9.1, ,27.0, ,92, ,28, ,64, ,16.5, ,3.4, ,81.0, ,33.3, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,12/9/2020,344,0.04, ,0.00, ,190, ,3.5, ,53.5, ,6.5, ,29.0, ,92, ,29, ,64, ,18.5, ,3.8, ,91.5, ,32.7, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,12/10/2020,345,0.05, ,0.00, ,227, ,3.9, ,49.2, ,15.1, ,33.0, ,96, ,34, ,61, ,21.1, ,4.4, ,106.1, ,32.8, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,12/11/2020,346,0.05, ,0.00, ,136, ,4.0, ,48.8, ,14.9, ,32.7, ,87, ,23, ,63, ,21.5, ,6.1, ,147.3, ,32.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,12/12/2020,347,0.05, ,0.00, ,220, ,4.5, ,39.8, ,21.0, ,33.7, ,92, ,42, ,69, ,24.6, ,8.1, ,194.1, ,34.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,12/13/2020,348,0.02, ,0.20, ,104, ,5.4, ,42.6, ,17.5, ,30.0, ,99, ,85, ,96, ,28.9, ,4.4, ,105.8, ,33.3, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,12/14/2020,349,0.02, ,0.39,H,165, ,5.2, ,44.1, ,16.8, ,30.4, ,100, ,72, ,91, ,28.1, ,2.1, ,51.0, ,33.7, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,12/15/2020,350,0.02, ,0.00, ,152, ,4.6, ,33.9, ,16.7, ,27.0, ,99, ,81, ,93, ,25.3, ,2.6, ,63.1, ,33.6, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,12/16/2020,351,0.01, ,0.00, ,130, ,5.0, ,41.4, ,21.3, ,27.4, ,99, ,86, ,99, ,27.2, ,2.7, ,65.2, ,33.5, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,12/17/2020,352,0.03, ,0.34, ,152, ,5.6, ,42.5, ,19.4, ,32.6, ,99, ,71, ,89, ,29.7, ,4.9, ,117.3, ,33.4, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,12/18/2020,353,0.03, ,0.00, ,223, ,3.8, ,39.8, ,15.0, ,24.4, ,98, ,64, ,86, ,20.8, ,3.1, ,75.6, ,33.4, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,12/19/2020,354,0.03, ,0.00, ,199, ,4.1, ,41.7, ,14.0, ,23.8, ,99, ,64, ,93, ,22.1, ,1.9, ,45.8, ,33.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,12/20/2020,355,0.02, ,0.00, ,174, ,4.1, ,39.9, ,14.1, ,23.8, ,99, ,65, ,94, ,22.3, ,1.7, ,39.8, ,32.6, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,12/21/2020,356,0.03, ,0.00, ,206, ,4.0, ,42.8, ,15.3, ,27.6, ,99, ,38, ,79, ,21.9, ,2.7, ,65.0, ,32.4, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,12/22/2020,357,0.04, ,0.00, ,230, ,4.3, ,46.6, ,21.3, ,34.0, ,92, ,37, ,65, ,23.5, ,6.1, ,145.9, ,32.3, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,12/23/2020,358,0.06, ,0.00, ,231, ,3.3, ,35.9, ,17.1, ,27.3, ,85, ,51, ,65, ,17.3, ,13.7,R,330.0,R,32.1, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,12/24/2020,359,0.03, ,0.00, ,195, ,3.2, ,38.1, ,12.8, ,22.0, ,93, ,56, ,80, ,16.9, ,2.3, ,55.2, ,31.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,12/25/2020,360,0.04, ,0.11, ,135, ,5.6, ,48.4, ,20.9, ,34.1, ,94, ,54, ,84, ,29.7, ,8.4, ,201.7, ,31.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,12/26/2020,361,0.03,R,0.30, ,198, ,6.0, ,38.4, ,24.7, ,32.6, ,99, ,86, ,95, ,31.4, ,6.0, ,144.9, ,32.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,12/27/2020,362,0.03, ,0.00, ,153, ,4.7, ,35.8, ,23.3, ,29.5, ,99, ,72, ,85, ,25.6, ,8.7, ,208.7, ,32.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,12/28/2020,363,0.03, ,0.00, ,154, ,4.5, ,38.5, ,24.2, ,31.5, ,86, ,61, ,75, ,24.5, ,6.7, ,161.9, ,32.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,12/29/2020,364,0.03, ,0.00, ,217, ,3.7, ,36.4, ,13.9, ,25.3, ,93, ,54, ,80, ,20.0, ,2.2, ,52.8, ,32.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,12/30/2020,365,0.04, ,0.00, ,180, ,4.2, ,44.5, ,19.9, ,30.9, ,96, ,33, ,72, ,23.0, ,5.3, ,126.8, ,31.7, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,1/1/2021,001,0.02, ,0.00, ,159, ,4.3, ,39.2, ,16.1, ,27.6, ,96, ,64, ,84, ,23.3, ,3.7, ,89.6, ,31.7, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,1/2/2021,002,0.03, ,0.00, ,165, ,6.3, ,46.7, ,28.7, ,37.6, ,91, ,71, ,83, ,32.9, ,5.8, ,138.4, ,31.7, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,1/3/2021,003,0.03, ,0.00, ,124, ,6.3, ,46.9, ,27.9, ,37.3, ,98, ,64, ,83, ,32.6, ,4.1, ,98.1, ,31.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,1/4/2021,004,0.02,H,0.16,R,75,H,6.8,H,43.2, ,32.3, ,36.7,H,99,H,71,H,92, ,34.5, ,10.2,Y,245.9,Y,32.0,H
264,Sierra Valley Center,Eastern Sierra Basin & Range,1/5/2021,005,0.04, ,0.00, ,71, ,5.1, ,46.5, ,24.3, ,31.9, ,98, ,46, ,83, ,27.4, ,2.4, ,57.3, ,32.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,1/6/2021,006,0.03, ,0.00, ,168, ,4.9, ,48.7, ,20.6, ,31.2, ,99, ,42, ,83, ,26.6, ,4.4, ,104.8, ,32.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,1/7/2021,007,0.03, ,0.00, ,165, ,4.5, ,39.5, ,19.6, ,29.1, ,97, ,65, ,83, ,24.7, ,2.5, ,60.3, ,32.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,1/8/2021,008,0.04, ,0.00, ,201, ,5.2, ,48.1, ,23.1, ,33.1, ,97, ,65, ,82, ,28.1, ,6.2, ,148.0, ,32.1, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,1/9/2021,009,0.05, ,0.00, ,236, ,4.3, ,42.1, ,18.2, ,29.3, ,94, ,50, ,78, ,23.2, ,4.4, ,106.2, ,32.2, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,1/10/2021,010,0.03, ,0.00, ,186, ,4.8, ,46.2, ,18.5, ,31.1, ,98, ,55, ,82, ,26.1, ,2.7, ,64.9, ,32.3, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,1/11/2021,011,0.04, ,0.00, ,215, ,5.2, ,48.1, ,21.6, ,31.9, ,98, ,55, ,85, ,28.1, ,2.5, ,60.0, ,32.3, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,1/12/2021,012,0.04, ,0.00, ,126, ,5.7, ,53.1, ,28.1, ,38.6, ,98, ,40, ,72, ,30.4, ,5.2, ,125.3, ,32.3, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,1/13/2021,013,0.05, ,0.00, ,195, ,8.0,Y,56.7, ,27.9, ,43.7, ,99, ,57, ,82,Y,38.7,Y,4.8, ,114.6, ,33.4, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,1/14/2021,014,0.04, ,0.00, ,227, ,5.8, ,56.1, ,22.0, ,33.2, ,99, ,57, ,90, ,30.5, ,2.4, ,56.9, ,34.1, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,1/15/2021,015,0.04, ,0.00, ,207, ,5.9, ,54.6, ,23.2, ,36.8, ,98, ,50, ,80, ,31.3, ,2.4, ,57.3, ,34.8, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,1/16/2021,016,0.06, ,0.00, ,249, ,6.0, ,56.8, ,23.8, ,38.1, ,99, ,45, ,77, ,31.5, ,5.6, ,134.2, ,35.8, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,1/17/2021,017,0.06, ,0.00, ,257, ,5.8, ,59.7, ,23.7, ,38.6, ,98, ,41, ,73, ,30.7, ,4.6, ,110.4, ,36.5, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,1/18/2021,018,0.09, ,0.00, ,267, ,3.8, ,50.4, ,29.6, ,39.3, ,75, ,24, ,47, ,20.8, ,10.7,Y,257.2,Y,36.7, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,1/19/2021,019,0.11, ,0.00, ,262, ,2.8, ,41.3, ,27.9, ,33.4, ,55, ,33, ,43, ,13.6, ,17.5,R,420.0,R,34.4, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,1/20/2021,020,0.06, ,0.00, ,272, ,3.3, ,50.1, ,17.6, ,31.7, ,91, ,29, ,54, ,17.2, ,4.0, ,96.5, ,33.3, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,1/21/2021,021,0.05, ,0.00, ,207, ,3.7, ,52.1, ,13.2, ,31.4, ,93, ,31, ,62, ,20.0, ,3.7, ,88.9, ,32.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,1/22/2021,022,0.05, ,0.00, ,155, ,4.0, ,41.8, ,23.6, ,34.8, ,91, ,38, ,59, ,22.0, ,7.0, ,167.2, ,32.8, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,1/23/2021,023,0.03, ,0.00, ,162, ,4.6, ,41.4, ,21.0, ,30.2, ,99, ,56, ,81, ,25.2, ,4.9, ,116.5, ,33.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,1/24/2021,024,0.03, ,0.00, ,161, ,4.0, ,38.4, ,11.0, ,26.0, ,99, ,50, ,84, ,21.8, ,4.5, ,107.1, ,32.7, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,1/25/2021,025,0.01, ,0.17, ,65, ,3.9, ,30.1, ,9.3, ,23.7, ,99, ,72, ,89, ,21.1, ,3.1, ,74.9, ,32.6, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,1/26/2021,026,0.01,R,0.00, ,100, ,2.9, ,31.5, ,-4.0,Y,18.5, ,98, ,61, ,84, ,14.6, ,4.4, ,105.3, ,32.6, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,1/27/2021,027,0.03, ,0.13,H,194, ,5.5, ,36.4, ,29.5, ,32.5, ,99, ,62, ,88, ,29.4, ,7.1, ,170.9, ,32.7, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,1/28/2021,028,0.00, ,0.46, ,53, ,6.1, ,36.0, ,29.1, ,32.3, ,99, ,95, ,99, ,32.0, ,1.9, ,45.7, ,32.7, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,1/29/2021,029,0.03, ,0.36,H,216, ,5.1, ,37.4, ,22.1, ,29.4, ,99, ,79, ,92, ,27.4, ,2.7, ,65.6, ,32.8, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,1/30/2021,030,0.04, ,0.11,H,289, ,3.5, ,35.0, ,5.3, ,21.9, ,98, ,70, ,87, ,18.6, ,2.8, ,66.6, ,32.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,1/31/2021,031,0.04, ,0.01, ,254, ,4.0, ,40.0, ,11.6, ,23.4, ,99, ,69, ,93, ,21.8, ,2.8, ,66.8, ,33.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,2/1/2021,032,0.06, ,0.00, ,181, ,5.0, ,47.8, ,15.9, ,33.7, ,98, ,61, ,77, ,27.2, ,9.0,Y,215.2,Y,33.1, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,2/2/2021,033,0.03, ,0.03, ,158, ,6.0, ,42.5, ,31.7, ,36.9, ,92, ,64, ,81, ,31.7, ,7.6, ,183.0, ,33.1, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,2/3/2021,034,0.04, ,0.00, ,188, ,4.4, ,34.9, ,23.1, ,30.9, ,82, ,66, ,75, ,23.9, ,9.2,Y,219.8,Y,33.2, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,2/4/2021,035,0.06, ,0.00, ,5, ,3.8, ,35.7, ,16.2, ,26.1, ,95, ,65, ,79, ,20.5, ,5.3, ,127.6, ,33.2, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,2/5/2021,036,0.05, ,0.00, ,302, ,3.7, ,41.6, ,6.9, ,23.4, ,97, ,63, ,86, ,20.0, ,2.9, ,70.6, ,33.1, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,2/6/2021,037,0.05, ,0.00, ,326, ,3.8, ,43.6, ,7.7, ,23.2, ,98, ,60, ,88, ,20.3, ,2.4, ,56.4, ,33.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,2/7/2021,038,0.05, ,0.00, ,329, ,3.7, ,45.3, ,7.7, ,23.6, ,98, ,55, ,85, ,19.8, ,2.1, ,51.3, ,32.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,2/8/2021,039,0.04, ,0.00, ,240, ,4.0, ,44.8, ,11.2, ,28.6, ,96, ,39, ,75, ,21.8, ,2.2, ,52.3, ,32.9, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,2/9/2021,040,0.03, ,0.00, ,178, ,6.5, ,44.4, ,32.0, ,37.3, ,97, ,75, ,87, ,33.7, ,3.1, ,73.6, ,32.8, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,2/10/2021,041,0.07, ,0.00, ,334, ,6.6, ,52.7, ,28.9, ,38.5, ,99, ,58, ,83, ,33.8, ,3.0, ,71.2, ,33.8, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,2/11/2021,042,0.03, ,0.13, ,147, ,6.2, ,44.2, ,26.5, ,34.0, ,99, ,77, ,94, ,32.3, ,4.6, ,110.9, ,34.2, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,2/12/2021,043,0.06, ,0.12, ,321, ,6.3, ,45.5, ,26.7, ,35.9, ,99, ,68, ,89, ,32.9, ,4.5, ,108.8, ,36.4, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,2/13/2021,044,0.07, ,0.07, ,325, ,5.5, ,41.8, ,28.1, ,35.0, ,99, ,52, ,80, ,29.4, ,8.4, ,201.4, ,37.4, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,2/14/2021,045,0.04, ,0.00, ,203, ,5.5, ,40.9, ,26.5, ,33.2, ,97, ,62, ,86, ,29.5, ,3.2, ,77.6, ,36.5, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,2/15/2021,046,0.06, ,0.00, ,215, ,6.4, ,49.5, ,33.9, ,40.1, ,97, ,57, ,76, ,33.3, ,9.0, ,215.6, ,38.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,2/16/2021,047,0.07, ,0.00, ,275, ,4.2, ,43.2, ,23.1, ,32.9, ,91, ,41, ,67, ,23.2, ,5.5, ,131.2, ,37.1, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,2/17/2021,048,0.07, ,0.00, ,336, ,3.2, ,39.4, ,17.1, ,27.4, ,93, ,35, ,64, ,16.9, ,5.8, ,138.6, ,35.2, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,2/18/2021,049,0.02, ,0.01, ,137, ,4.3, ,38.4, ,17.5, ,28.3, ,95, ,58, ,82, ,23.5, ,3.8, ,90.7, ,33.6, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,2/19/2021,050,0.08, ,0.00, ,271, ,6.0, ,50.8, ,32.6, ,39.5, ,90, ,52, ,72, ,31.4, ,11.6,Y,278.3,Y,34.6, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,2/20/2021,051,0.06, ,0.00, ,309, ,4.4, ,40.8, ,18.8, ,30.9, ,99, ,48, ,75, ,23.8, ,5.6, ,134.0, ,36.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,2/21/2021,052,0.09, ,0.00, ,380, ,4.1, ,48.8, ,18.6, ,32.3, ,96, ,39, ,66, ,22.3, ,5.8, ,139.4, ,35.8, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,2/22/2021,053,0.10,H,0.00,H,546,R,5.3,H,60.3, ,29.8, ,46.5,H,94,H,29,H,50, ,28.7, ,6.0,H,144.2,H,39.2,H
264,Sierra Valley Center,Eastern Sierra Basin & Range,2/23/2021,054,0.10, ,0.00, ,403, ,3.9, ,58.4, ,20.7, ,36.2, ,99, ,14, ,54, ,21.1, ,3.6, ,85.8, ,39.3, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,2/24/2021,055,0.10, ,0.00, ,412, ,2.7, ,40.6, ,12.2, ,27.2, ,90, ,27, ,53, ,12.6, ,8.0, ,192.1, ,37.2, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,2/25/2021,056,0.09, ,0.00, ,375, ,2.7, ,53.7, ,17.4, ,31.8, ,76, ,18, ,44, ,12.4, ,6.1, ,147.2, ,36.0, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,2/26/2021,057,0.13, ,0.00, ,383, ,3.0, ,53.2, ,13.0, ,32.1, ,91, ,23, ,49, ,15.1, ,7.5, ,179.9, ,35.8, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,2/27/2021,058,0.09, ,0.00, ,401, ,3.0, ,42.9, ,13.2, ,28.0, ,87, ,33, ,57, ,14.7, ,5.7, ,137.5, ,35.5, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,2/28/2021,059,0.14, ,0.00, ,419, ,2.6, ,50.7, ,20.1, ,33.8, ,73, ,19, ,40, ,12.1, ,10.9,Y,260.6,Y,35.6, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/1/2021,060,0.12, ,0.00, ,424, ,3.1, ,56.2, ,13.1, ,33.6, ,89, ,20, ,48, ,16.1, ,4.8, ,116.1, ,36.7, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/2/2021,061,0.11, ,0.00, ,393, ,3.1, ,59.1, ,14.4, ,34.7, ,92, ,14, ,45, ,15.7, ,4.6, ,110.4, ,37.4, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/3/2021,062,0.11, ,0.00, ,364, ,3.3, ,56.9, ,18.2, ,37.9, ,93, ,15, ,42, ,17.2, ,3.6, ,86.7, ,38.7, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/4/2021,063,0.13, ,0.00, ,435, ,3.2, ,57.4, ,14.7, ,36.7, ,91, ,17, ,43, ,16.5, ,5.0, ,119.1, ,39.6, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/5/2021,064,0.16, ,0.00, ,512,R,3.8, ,61.8, ,38.7, ,51.1, ,84, ,17, ,30, ,20.6, ,12.2,Y,292.0,Y,41.4, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/6/2021,065,0.10,R,0.13,H,450, ,5.1, ,45.8, ,23.1, ,35.5, ,99, ,42, ,72, ,27.4, ,6.9, ,166.0, ,40.5, 
264,Sierra Valley Center,Eastern Sierra Basin & Range,3/7/2021,066,0.12, ,0.00, ,440, ,4.7, ,57.7, ,18.2, ,36.9, ,96, ,29, ,63, ,25.5, ,4.4, ,106.3, ,40.0, 
